ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER
10223,S700_1691,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,14
10235,S700_1691,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,8
10250,S700_1691,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,9
10262,S700_1691,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10275,S700_1691,La Rochelle Gifts,Nantes,France,EMEA,Small,14
10284,S700_1691,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,6
10296,S700_1691,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Medium,2
10308,S700_1691,Mini Classics,White Plains,USA,NA,Small,12
10316,S700_1691,giftsbymail.co.uk,Cowes,UK,EMEA,Small,4
10328,S700_1691,Rovelli Gifts,Bergamo,Italy,EMEA,Small,8
10340,S700_1691,Enaco Distributors,Barcelona,Spain,EMEA,Small,5
10353,S700_1691,Gift Ideas Corp.,Glendale,USA,NA,Medium,9
10361,S700_1691,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,4
10375,S700_1691,La Rochelle Gifts,Nantes,France,EMEA,Medium,6
10388,S700_1691,FunGiftIdeas.com,New Bedford,USA,NA,Large,2
10398,S700_1691,Reims Collectables,Reims,France,EMEA,Medium,6
10401,S700_1691,Tekni Collectables Inc.,Newark,USA,NA,Small,8
10416,S700_1691,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,9
10105,S700_1938,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,12
10117,S700_1938,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,6
10128,S700_1938,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,3
10142,S700_1938,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,9
10153,S700_1938,Euro Shopping Channel,Madrid,Spain,EMEA,Small,8
10166,S700_1938,FunGiftIdeas.com,New Bedford,USA,NA,Medium,3
10177,S700_1938,CAF Imports,Madrid,Spain,EMEA,Small,10
10185,S700_1938,Mini Creations Ltd.,New Bedford,USA,NA,Small,10
10196,S700_1938,Super Scale Inc.,New Haven,USA,NA,Medium,2
10208,S700_1938,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,10
10221,S700_1938,Petit Auto,Bruxelles,Belgium,EMEA,Small,4
10232,S700_1938,giftsbymail.co.uk,Cowes,UK,EMEA,Small,7
10248,S700_1938,Land of Toys Inc.,NYC,USA,NA,Medium,13
10273,S700_1938,Petit Auto,Bruxelles,Belgium,EMEA,Small,14
10282,S700_1938,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,2
10293,S700_1938,Amica Models & Co.,Torino,Italy,EMEA,Small,5
10306,S700_1938,"AV Stores, Co.",Manchester,UK,EMEA,Medium,10
10314,S700_1938,Heintze Collectables,Aaarhus,Denmark,EMEA,Small,2
10327,S700_1938,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,7
10337,S700_1938,Classic Legends Inc.,NYC,USA,NA,Small,9
10350,S700_1938,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10372,S700_1938,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,2
10384,S700_1938,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,1
10397,S700_1938,Alpha Cognac,Toulouse,France,EMEA,Small,5
10414,S700_1938,Gifts4AllAges.com,Boston,USA,NA,Medium,13
10106,S700_2047,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,16
10119,S700_2047,Salzburg Collectables,Salzburg,Austria,EMEA,Small,7
10131,S700_2047,Gift Ideas Corp.,Glendale,USA,NA,Small,8
10143,S700_2047,Mini Creations Ltd.,New Bedford,USA,NA,Small,11
10155,S700_2047,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,9
10167,S700_2047,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,5
10178,S700_2047,Alpha Cognac,Toulouse,France,EMEA,Medium,8
10186,S700_2047,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Small,5
10197,S700_2047,Enaco Distributors,Barcelona,Spain,EMEA,Small,2
10209,S700_2047,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Small,4
10222,S700_2047,Collectable Mini Designs Co.,San Diego,USA,NA,Small,8
10249,S700_2047,Cambridge Collectables Co.,Cambridge,USA,NA,Medium,4
10262,S700_2047,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,13
10274,S700_2047,Collectables For Less Inc.,Brickhaven,USA,NA,Small,5
10283,S700_2047,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,2
10296,S700_2047,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Medium,11
10307,S700_2047,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Medium,5
10316,S700_2047,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,13
10328,S700_2047,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,9
10339,S700_2047,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,15
10352,S700_2047,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Small,3
10361,S700_2047,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,14
10373,S700_2047,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,15
10386,S700_2047,Euro Shopping Channel,Madrid,Spain,EMEA,Small,13
10398,S700_2047,Reims Collectables,Reims,France,EMEA,Medium,7
10400,S700_2047,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,5
10415,S700_2047,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,4
10106,S700_2466,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,9
10120,S700_2466,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,15
10131,S700_2466,Gift Ideas Corp.,Glendale,USA,NA,Medium,1
10143,S700_2466,Mini Creations Ltd.,New Bedford,USA,NA,Small,4
10155,S700_2466,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,2
10168,S700_2466,Technics Stores Inc.,Burlingame,USA,NA,Medium,16
10178,S700_2466,Alpha Cognac,Toulouse,France,EMEA,Small,1
10198,S700_2466,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,1
10210,S700_2466,Osaka Souveniers Co.,Osaka,Japan,Japan,Small,14
10222,S700_2466,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,1
10235,S700_2466,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Medium,10
10250,S700_2466,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,11
10262,S700_2466,Euro Shopping Channel,Madrid,Spain,EMEA,Small,6
10275,S700_2466,La Rochelle Gifts,Nantes,France,EMEA,Medium,16
10284,S700_2466,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Medium,8
10296,S700_2466,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,4
10308,S700_2466,Mini Classics,White Plains,USA,NA,Medium,14
10316,S700_2466,giftsbymail.co.uk,Cowes,UK,EMEA,Small,6
10328,S700_2466,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,10
10340,S700_2466,Enaco Distributors,Barcelona,Spain,EMEA,Medium,7
10352,S700_2466,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Medium,2
10361,S700_2466,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,9
10375,S700_2466,La Rochelle Gifts,Nantes,France,EMEA,Medium,1
10386,S700_2466,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,14
10398,S700_2466,Reims Collectables,Reims,France,EMEA,Small,8
10401,S700_2466,Tekni Collectables Inc.,Newark,USA,NA,Large,10
10416,S700_2466,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,11
10105,S700_2610,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,3
10119,S700_2610,Salzburg Collectables,Salzburg,Austria,EMEA,Small,12
10129,S700_2610,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,3
10143,S700_2610,Mini Creations Ltd.,New Bedford,USA,NA,Small,16
10154,S700_2610,Boards & Toys Co.,Glendale,USA,NA,Small,1
10167,S700_2610,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,10
10177,S700_2610,CAF Imports,Madrid,Spain,EMEA,Small,1
10185,S700_2610,Mini Creations Ltd.,New Bedford,USA,NA,Small,1
10197,S700_2610,Enaco Distributors,Barcelona,Spain,EMEA,Medium,7
10208,S700_2610,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,1
10222,S700_2610,Collectable Mini Designs Co.,San Diego,USA,NA,Small,13
10233,S700_2610,Tekni Collectables Inc.,Newark,USA,NA,Small,1
10248,S700_2610,Land of Toys Inc.,NYC,USA,NA,Small,4
10261,S700_2610,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,2
10273,S700_2610,Petit Auto,Bruxelles,Belgium,EMEA,Small,5
10283,S700_2610,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Medium,7
10295,S700_2610,Gifts4AllAges.com,Boston,USA,NA,Small,2
10306,S700_2610,"AV Stores, Co.",Manchester,UK,EMEA,Medium,1
10316,S700_2610,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,18
10327,S700_2610,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,1
10339,S700_2610,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,9
10350,S700_2610,Euro Shopping Channel,Madrid,Spain,EMEA,Small,12
10373,S700_2610,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,16
10386,S700_2610,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,10
10397,S700_2610,Alpha Cognac,Toulouse,France,EMEA,Small,4
10414,S700_2610,Gifts4AllAges.com,Boston,USA,NA,Small,4
10103,S700_2824,Baane Mini Imports,Stavern,Norway,EMEA,Medium,6
10114,S700_2824,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium,10
10126,S700_2824,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,6
10140,S700_2824,Technics Stores Inc.,Burlingame,USA,NA,Medium,6
10150,S700_2824,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,3
10164,S700_2824,Mini Auto Werke,Graz,Austria,EMEA,Medium,4
10175,S700_2824,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,11
10183,S700_2824,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,3
10194,S700_2824,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,6
10206,S700_2824,Canadian Gift Exchange Network,Vancouver,Canada,NA,Medium,1
10217,S700_2824,Handji Gifts& Co,Singapore,Singapore,APAC,Small,6
10229,S700_2824,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,11
10245,S700_2824,Super Scale Inc.,New Haven,USA,NA,Medium,4
10258,S700_2824,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,1
10270,S700_2824,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,4
10281,S700_2824,Diecast Classics Inc.,Allentown,USA,NA,Small,11
10291,S700_2824,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,6
10304,S700_2824,Auto Assoc. & Cie.,Versailles,France,EMEA,Medium,1
10313,S700_2824,Canadian Gift Exchange Network,Vancouver,Canada,NA,Small,9
10324,S700_2824,Vitachrome Inc.,NYC,USA,NA,Medium,5
10336,S700_2824,"La Corne D'abondance, Co.",Paris,France,EMEA,Large,2
10348,S700_2824,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,7
10358,S700_2824,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,3
10371,S700_2824,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,3
10382,S700_2824,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,9
10411,S700_2824,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,4
10424,S700_2824,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10106,S700_2834,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,1
10120,S700_2834,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,7
10133,S700_2834,Euro Shopping Channel,Madrid,Spain,EMEA,Small,2
10145,S700_2834,Toys4GrownUps.com,Pasadena,USA,NA,Small,13
10168,S700_2834,Technics Stores Inc.,Burlingame,USA,NA,Medium,8
10188,S700_2834,Herkku Gifts,Bergen,Norway,EMEA,Medium,8
10210,S700_2834,Osaka Souveniers Co.,Osaka,Japan,Japan,Small,6
10223,S700_2834,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,8
10235,S700_2834,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,2
10250,S700_2834,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,3
10263,S700_2834,Gift Depot Inc.,Bridgewater,USA,NA,Medium,9
10275,S700_2834,La Rochelle Gifts,Nantes,France,EMEA,Medium,8
10285,S700_2834,Marta's Replicas Co.,Cambridge,USA,NA,Medium,13
10297,S700_2834,"Clover Collections, Co.",Dublin,Ireland,EMEA,Medium,3
10308,S700_2834,Mini Classics,White Plains,USA,NA,Medium,6
10318,S700_2834,Diecast Classics Inc.,Allentown,USA,NA,Large,8
10328,S700_2834,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,11
10340,S700_2834,Enaco Distributors,Barcelona,Spain,EMEA,Medium,6
10353,S700_2834,Gift Ideas Corp.,Glendale,USA,NA,Medium,4
10361,S700_2834,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,5
10375,S700_2834,La Rochelle Gifts,Nantes,France,EMEA,Small,10
10388,S700_2834,FunGiftIdeas.com,New Bedford,USA,NA,Large,3
10398,S700_2834,Reims Collectables,Reims,France,EMEA,Small,9
10401,S700_2834,Tekni Collectables Inc.,Newark,USA,NA,Small,2
10416,S700_2834,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,3
10106,S700_3167,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,8
10120,S700_3167,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,14
10143,S700_3167,Mini Creations Ltd.,New Bedford,USA,NA,Small,3
10155,S700_3167,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,1
10168,S700_3167,Technics Stores Inc.,Burlingame,USA,NA,Medium,15
10199,S700_3167,West Coast Collectables Co.,Burbank,USA,NA,Medium,3
10210,S700_3167,Osaka Souveniers Co.,Osaka,Japan,Japan,Small,13
10223,S700_3167,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,15
10235,S700_3167,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,9
10250,S700_3167,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,10
10262,S700_3167,Euro Shopping Channel,Madrid,Spain,EMEA,Small,5
10275,S700_3167,La Rochelle Gifts,Nantes,France,EMEA,Medium,15
10284,S700_3167,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,7
10296,S700_3167,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,3
10308,S700_3167,Mini Classics,White Plains,USA,NA,Small,13
10316,S700_3167,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,5
10328,S700_3167,Rovelli Gifts,Bergamo,Italy,EMEA,Small,13
10341,S700_3167,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,5
10353,S700_3167,Gift Ideas Corp.,Glendale,USA,NA,Medium,6
10361,S700_3167,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,10
10375,S700_3167,La Rochelle Gifts,Nantes,France,EMEA,Medium,11
10386,S700_3167,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,17
10398,S700_3167,Reims Collectables,Reims,France,EMEA,Small,10
10401,S700_3167,Tekni Collectables Inc.,Newark,USA,NA,Large,9
10416,S700_3167,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,10
10105,S700_3505,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,6
10118,S700_3505,Enaco Distributors,Barcelona,Spain,EMEA,Medium,1
10129,S700_3505,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,6
10142,S700_3505,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,3
10153,S700_3505,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,2
10167,S700_3505,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,13
10177,S700_3505,CAF Imports,Madrid,Spain,EMEA,Medium,4
10185,S700_3505,Mini Creations Ltd.,New Bedford,USA,NA,Medium,4
10197,S700_3505,Enaco Distributors,Barcelona,Spain,EMEA,Small,10
10208,S700_3505,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,4
10222,S700_3505,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,16
10232,S700_3505,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,1
10248,S700_3505,Land of Toys Inc.,NYC,USA,NA,Medium,7
10261,S700_3505,Quebec Home Shopping Network,Montreal,Canada,NA,Small,5
10273,S700_3505,Petit Auto,Bruxelles,Belgium,EMEA,Medium,8
10283,S700_3505,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,10
10295,S700_3505,Gifts4AllAges.com,Boston,USA,NA,Medium,5
10306,S700_3505,"AV Stores, Co.",Manchester,UK,EMEA,Small,4
10315,S700_3505,La Rochelle Gifts,Nantes,France,EMEA,Small,3
10327,S700_3505,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,2
10337,S700_3505,Classic Legends Inc.,NYC,USA,NA,Small,1
10350,S700_3505,Euro Shopping Channel,Madrid,Spain,EMEA,Small,13
10373,S700_3505,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,2
10386,S700_3505,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,2
10397,S700_3505,Alpha Cognac,Toulouse,France,EMEA,Medium,3
10414,S700_3505,Gifts4AllAges.com,Boston,USA,NA,Medium,7
10105,S700_3962,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,7
10117,S700_3962,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,1
10129,S700_3962,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,7
10142,S700_3962,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,4
10153,S700_3962,Euro Shopping Channel,Madrid,Spain,EMEA,Small,3
10167,S700_3962,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,14
10177,S700_3962,CAF Imports,Madrid,Spain,EMEA,Small,5
10185,S700_3962,Mini Creations Ltd.,New Bedford,USA,NA,Small,5
10197,S700_3962,Enaco Distributors,Barcelona,Spain,EMEA,Medium,11
10208,S700_3962,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,5
10222,S700_3962,Collectable Mini Designs Co.,San Diego,USA,NA,Small,17
10232,S700_3962,giftsbymail.co.uk,Cowes,UK,EMEA,Small,2
10248,S700_3962,Land of Toys Inc.,NYC,USA,NA,Medium,8
10261,S700_3962,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,6
10273,S700_3962,Petit Auto,Bruxelles,Belgium,EMEA,Small,9
10283,S700_3962,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Medium,11
10294,S700_3962,Online Mini Collectables,Brickhaven,USA,NA,Medium,1
10306,S700_3962,"AV Stores, Co.",Manchester,UK,EMEA,Medium,5
10315,S700_3962,La Rochelle Gifts,Nantes,France,EMEA,Medium,4
10327,S700_3962,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,3
10337,S700_3962,Classic Legends Inc.,NYC,USA,NA,Small,7
10350,S700_3962,Euro Shopping Channel,Madrid,Spain,EMEA,Small,16
10373,S700_3962,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,8
10386,S700_3962,Euro Shopping Channel,Madrid,Spain,EMEA,Small,3
10397,S700_3962,Alpha Cognac,Toulouse,France,EMEA,Medium,2
10414,S700_3962,Gifts4AllAges.com,Boston,USA,NA,Small,8
10106,S700_4002,Rovelli Gifts,Bergamo,Italy,EMEA,Small,10
10119,S700_4002,Salzburg Collectables,Salzburg,Austria,EMEA,Small,1
10131,S700_4002,Gift Ideas Corp.,Glendale,USA,NA,Small,2
10143,S700_4002,Mini Creations Ltd.,New Bedford,USA,NA,Small,5
10155,S700_4002,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,3
10168,S700_4002,Technics Stores Inc.,Burlingame,USA,NA,Medium,17
10178,S700_4002,Alpha Cognac,Toulouse,France,EMEA,Medium,2
10198,S700_4002,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,2
10210,S700_4002,Osaka Souveniers Co.,Osaka,Japan,Japan,Small,15
10222,S700_4002,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,2
10235,S700_4002,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,11
10250,S700_4002,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,12
10262,S700_4002,Euro Shopping Channel,Madrid,Spain,EMEA,Small,7
10275,S700_4002,La Rochelle Gifts,Nantes,France,EMEA,Small,17
10284,S700_4002,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,9
10296,S700_4002,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Medium,5
10308,S700_4002,Mini Classics,White Plains,USA,NA,Small,15
10316,S700_4002,giftsbymail.co.uk,Cowes,UK,EMEA,Small,7
10328,S700_4002,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,12
10339,S700_4002,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,8
10352,S700_4002,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Small,1
10361,S700_4002,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,11
10373,S700_4002,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,17
10386,S700_4002,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,15
10398,S700_4002,Reims Collectables,Reims,France,EMEA,Medium,12
10401,S700_4002,Tekni Collectables Inc.,Newark,USA,NA,Small,11
10416,S700_4002,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,12
10106,S72_1253,Rovelli Gifts,Bergamo,Italy,EMEA,Small,15
10119,S72_1253,Salzburg Collectables,Salzburg,Austria,EMEA,Small,6
10131,S72_1253,Gift Ideas Corp.,Glendale,USA,NA,Small,7
10143,S72_1253,Mini Creations Ltd.,New Bedford,USA,NA,Small,10
10155,S72_1253,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,8
10167,S72_1253,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,4
10178,S72_1253,Alpha Cognac,Toulouse,France,EMEA,Small,7
10186,S72_1253,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Small,4
10197,S72_1253,Enaco Distributors,Barcelona,Spain,EMEA,Small,1
10209,S72_1253,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Small,3
10222,S72_1253,Collectable Mini Designs Co.,San Diego,USA,NA,Small,7
10249,S72_1253,Cambridge Collectables Co.,Cambridge,USA,NA,Small,3
10262,S72_1253,Euro Shopping Channel,Madrid,Spain,EMEA,Small,12
10274,S72_1253,Collectables For Less Inc.,Brickhaven,USA,NA,Small,4
10283,S72_1253,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,1
10296,S72_1253,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,10
10307,S72_1253,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,4
10316,S72_1253,giftsbymail.co.uk,Cowes,UK,EMEA,Small,12
10329,S72_1253,Land of Toys Inc.,NYC,USA,NA,Medium,8
10339,S72_1253,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,6
10352,S72_1253,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Small,4
10361,S72_1253,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,12
10373,S72_1253,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,9
10386,S72_1253,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,16
10398,S72_1253,Reims Collectables,Reims,France,EMEA,Small,1
10400,S72_1253,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,4
10415,S72_1253,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,3
10105,S72_3212,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,8
10117,S72_3212,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,2
10129,S72_3212,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,8
10142,S72_3212,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,5
10153,S72_3212,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10167,S72_3212,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,15
10177,S72_3212,CAF Imports,Madrid,Spain,EMEA,Small,6
10185,S72_3212,Mini Creations Ltd.,New Bedford,USA,NA,Small,6
10197,S72_3212,Enaco Distributors,Barcelona,Spain,EMEA,Small,12
10208,S72_3212,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,6
10222,S72_3212,Collectable Mini Designs Co.,San Diego,USA,NA,Small,18
10232,S72_3212,giftsbymail.co.uk,Cowes,UK,EMEA,Small,3
10248,S72_3212,Land of Toys Inc.,NYC,USA,NA,Small,9
10261,S72_3212,Quebec Home Shopping Network,Montreal,Canada,NA,Small,7
10273,S72_3212,Petit Auto,Bruxelles,Belgium,EMEA,Small,10
10283,S72_3212,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small,12
10293,S72_3212,Amica Models & Co.,Torino,Italy,EMEA,Small,1
10306,S72_3212,"AV Stores, Co.",Manchester,UK,EMEA,Small,6
10315,S72_3212,La Rochelle Gifts,Nantes,France,EMEA,Small,5
10327,S72_3212,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,4
10337,S72_3212,Classic Legends Inc.,NYC,USA,NA,Medium,5
10350,S72_3212,Euro Shopping Channel,Madrid,Spain,EMEA,Small,15
